n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4
394,7.76531e+006,671049,6.453e+006,7.50275e+006,7.552e+006,8.03875e+006,9.635e+006
396,7.71762e+006,399570,7.007e+006,7.50875e+006,7.5285e+006,8.014e+006,8.509e+006
398,7.86681e+006,739493,6.506e+006,7.51e+006,7.8505e+006,8.509e+006,9.11e+006
400,8.139e+006,670941,6.512e+006,7.531e+006,8.049e+006,8.588e+006,9.049e+006
402,8.13159e+006,450675,7.347e+006,7.99725e+006,8.036e+006,8.515e+006,9.02e+006
404,8.25494e+006,869464,7.023e+006,7.52575e+006,8.0265e+006,8.705e+006,1.0902e+007
406,8.052e+006,609822,7.016e+006,7.5235e+006,8.01e+006,8.511e+006,9.542e+006
408,8.33794e+006,638024,7.505e+006,8.00275e+006,8.074e+006,9.003e+006,9.978e+006
410,9.11272e+006,1.75722e+006,7.004e+006,8.087e+006,8.8625e+006,9.0535e+006,1.5777e+007
412,8.52484e+006,477654,7.435e+006,8.19225e+006,8.51e+006,9.01025e+006,9.505e+006
414,8.86484e+006,1.17831e+006,7.513e+006,8.0585e+006,8.516e+006,9.0195e+006,1.3527e+007
416,8.56856e+006,639916,7.505e+006,8.01325e+006,8.7475e+006,9.02575e+006,9.684e+006
418,8.68675e+006,461557,8.001e+006,8.5045e+006,8.5925e+006,9.01075e+006,1.0018e+007
420,8.74134e+006,535961,7.94e+006,8.5055e+006,8.743e+006,9.04125e+006,1.0037e+007
422,8.80159e+006,654956,7.506e+006,8.50325e+006,8.5775e+006,9.021e+006,1.0058e+007
424,8.99166e+006,639146,7.515e+006,8.52e+006,9.012e+006,9.2745e+006,1.0033e+007
426,8.94412e+006,604637,7.908e+006,8.518e+006,9.0105e+006,9.19125e+006,1.0566e+007
428,9.14219e+006,397784,8.387e+006,9.01575e+006,9.0225e+006,9.31675e+006,1.0035e+007
430,9.68303e+006,1.22097e+006,8.51e+006,9.01175e+006,9.0475e+006,1.0028e+007,1.3141e+007
432,9.15109e+006,483049,8.297e+006,8.99525e+006,9.0175e+006,9.1365e+006,1.0571e+007
434,9.31056e+006,512326,8.506e+006,9.0095e+006,9.0765e+006,9.83375e+006,1.0084e+007
436,9.26384e+006,653239,8.5e+006,8.8645e+006,9.051e+006,9.52725e+006,1.1067e+007
438,9.24397e+006,474299,8.512e+006,9.00025e+006,9.0645e+006,9.54225e+006,1.0048e+007
440,9.51888e+006,734078,8.45e+006,9.03075e+006,9.5165e+006,9.97025e+006,1.2472e+007
442,9.63309e+006,529923,8.479e+006,9.10225e+006,9.732e+006,1.00325e+007,1.0513e+007
444,9.97169e+006,640375,8.511e+006,9.575e+006,1.0019e+007,1.02202e+007,1.1084e+007
446,9.85019e+006,619899,8.514e+006,9.50775e+006,1.00085e+007,1.00395e+007,1.1037e+007
448,9.61003e+006,671583,8.391e+006,9.053e+006,9.598e+006,1.00282e+007,1.1512e+007
450,1.03593e+007,1.05918e+006,9.014e+006,9.972e+006,1.0019e+007,1.03172e+007,1.4433e+007
452,1.0072e+007,551711,8.991e+006,9.7665e+006,1.0024e+007,1.05082e+007,1.1048e+007
454,1.00623e+007,609605,9.012e+006,9.575e+006,1.00155e+007,1.00742e+007,1.2239e+007
456,1.03009e+007,697484,8.513e+006,1.00185e+007,1.00275e+007,1.06275e+007,1.202e+007
458,1.02452e+007,571074,8.506e+006,1.00188e+007,1.0053e+007,1.05498e+007,1.1513e+007
460,1.02782e+007,549575,9.003e+006,1.00162e+007,1.0292e+007,1.05772e+007,1.1077e+007
462,1.04497e+007,662364,8.534e+006,1.00212e+007,1.05015e+007,1.10122e+007,1.1536e+007
464,1.06454e+007,642200,9.503e+006,1.00262e+007,1.0524e+007,1.10348e+007,1.2048e+007
466,1.09836e+007,568411,1.0012e+007,1.08118e+007,1.10285e+007,1.15135e+007,1.2009e+007
468,1.09132e+007,704297,9.504e+006,1.05818e+007,1.10205e+007,1.1044e+007,1.2527e+007
470,1.06406e+007,544595,1.0012e+007,1.00332e+007,1.05445e+007,1.10172e+007,1.2028e+007
472,1.10831e+007,624787,9.97e+006,1.06178e+007,1.10885e+007,1.15212e+007,1.2135e+007
474,1.11928e+007,591099,1.0017e+007,1.10058e+007,1.1025e+007,1.15148e+007,1.2539e+007
476,1.13231e+007,481716,1.0426e+007,1.102e+007,1.1324e+007,1.15208e+007,1.2341e+007
478,1.12175e+007,529047,9.976e+006,1.10185e+007,1.10595e+007,1.1521e+007,1.2173e+007
480,1.15517e+007,606490,1.0473e+007,1.10168e+007,1.14355e+007,1.20425e+007,1.2558e+007
482,1.15246e+007,552708,1.051e+007,1.10295e+007,1.1526e+007,1.2013e+007,1.2523e+007
484,1.19842e+007,1.20058e+006,1.1005e+007,1.10878e+007,1.17515e+007,1.2166e+007,1.6547e+007
486,1.15608e+007,630676,1.0026e+007,1.105e+007,1.15235e+007,1.2013e+007,1.3004e+007
488,1.18553e+007,703908,1.0502e+007,1.14492e+007,1.19785e+007,1.25122e+007,1.3133e+007
490,1.16725e+007,574644,1.0571e+007,1.10755e+007,1.1627e+007,1.20365e+007,1.3028e+007
492,1.18622e+007,548753,1.1013e+007,1.15198e+007,1.18515e+007,1.2034e+007,1.3062e+007
494,1.24073e+007,1.37974e+006,1.0981e+007,1.16845e+007,1.2032e+007,1.25412e+007,1.7632e+007
496,1.209e+007,484549,1.1016e+007,1.15888e+007,1.20515e+007,1.25112e+007,1.301e+007
498,1.22624e+007,587850,1.1023e+007,1.20045e+007,1.2299e+007,1.25735e+007,1.3074e+007
500,1.22505e+007,585397,1.1472e+007,1.18772e+007,1.2061e+007,1.25812e+007,1.3383e+007
502,1.27502e+007,662699,1.152e+007,1.2135e+007,1.2659e+007,1.35355e+007,1.3746e+007
504,1.25546e+007,513215,1.1503e+007,1.20328e+007,1.25395e+007,1.30188e+007,1.3574e+007
506,1.27915e+007,668054,1.1503e+007,1.20988e+007,1.281e+007,1.3296e+007,1.4024e+007
508,1.26399e+007,570206,1.1517e+007,1.20748e+007,1.25725e+007,1.30648e+007,1.356e+007
510,1.26312e+007,634914,1.1517e+007,1.20338e+007,1.25355e+007,1.30438e+007,1.4035e+007
512,1.30217e+007,1.24356e+006,1.1017e+007,1.24562e+007,1.2693e+007,1.35102e+007,1.7539e+007
